,property_id,prop_type,price,baths_half,baths_full,beds,city,line,postal_code,state_code,county,building_size
56,M1188828615,condo,749500,0.0,2,2,La Jolla,7509 Draper Ave Unit 209,92037,CA,San Diego,1000
57,M9545654897,condo,474900,1.0,2,3,San Diego,5140 Calle Sand Arch Unit 61,92154,CA,San Diego,1643
58,M9351820706,condo,855000,0.0,3,3,San Diego,2739 Via Alta Pl Unit 56,92108,CA,San Diego,2015
59,M2026092632,condo,549000,0.0,2,2,San Diego,7405 Charmant Dr Unit 2420,92122,CA,San Diego,1037
60,M9165921405,condo,699550,0.0,2,2,San Diego,2936 Via Alta Pl Unit 51,92108,CA,San Diego,1401
61,M2153126698,condo,725000,1.0,2,3,San Diego,2735 Matera Ln,92108,CA,San Diego,1597
62,M1646913137,condo,359900,0.0,1,2,San Diego,10452 Caminito Sulmona,92129,CA,San Diego,882
63,M1693681895,condo,465000,1.0,1,3,San Diego,11092 Via San Marco,92129,CA,San Diego,1218
64,M2554547880,condo,859900,1.0,2,2,San Diego,1159 Pacific Beach Dr,92109,CA,San Diego,1514
65,M2089836534,condo,435000,0.0,1,1,La Jolla,8352 Via Sonoma Unit F,92037,CA,San Diego,636
66,M2230732734,condo,629950,0.0,2,2,San Diego,1250 Cleveland Ave Unit 324,92103,CA,San Diego,1085
67,M2216918442,condo,515000,0.0,2,2,San Diego,4859 Bella Pacific Row Unit 130,92109,CA,San Diego,1094
68,M2045248796,condo,579000,0.0,2,2,San Diego,12017 Tivoli Park Row Unit 5,92128,CA,San Diego,1341
69,M1434160495,condo,229900,0.0,2,2,San Diego,4041 Oakcrest Dr Unit 308,92105,CA,San Diego,900
70,M2229459331,condo,499999,0.0,1,1,San Diego,575 6th Ave Unit 212,92101,CA,San Diego,1076
71,M1897806690,condo,786900,0.0,2,2,San Diego,575 6th Ave Unit 1604,92101,CA,San Diego,1144
72,M2289432922,condo,559000,0.0,2,2,San Diego,4155 Porte De Palmas Unit 197,92122,CA,San Diego,1004
73,M2203223404,condo,249900,0.0,1,0,San Diego,1375 Caminito Gabaldon Unit D,92108,CA,San Diego,506
74,M1452953903,condo,375000,0.0,2,2,San Diego,6353 Avenida De Las Vistas Unit 6,92154,CA,San Diego,1141
75,M1253402454,condo,669000,0.0,2,3,San Diego,3969 Mahaila Ave Unit 113,92122,CA,San Diego,1376
76,M2047593371,condo,529000,1.0,2,4,San Diego,10529 Caminito Memosac,92131,CA,San Diego,1694
77,M1437272614,condo,650000,1.0,2,2,San Diego,3890 Nobel Dr Units 707 & 708,92122,CA,San Diego,1812
78,M2710606275,condo,285000,0.0,1,0,San Diego,4477 Mentone St Unit 105,92107,CA,San Diego,435
79,M1998258216,condo,549900,0.0,2,2,San Diego,700 W E St Unit 101,92101,CA,San Diego,1041
80,M1396168280,condo,475000,0.0,2,2,San Diego,3890 Nobel Dr Unit 503,92122,CA,San Diego,1153
81,M1684118396,condo,554900,1.0,2,3,San Diego,7436 Caminito Carlotta,92120,CA,San Diego,1659
82,M2328805322,condo,179900,0.0,1,1,San Diego,4260 44th St Apt 215,92115,CA,San Diego,462
83,M1815641768,condo,499000,0.0,1,1,San Diego,2400 5th Ave Unit 332,92101,CA,San Diego,734
84,M1525366153,condo,485000,1.0,2,2,San Diego,9930 Scripps Vista Way Unit 152,92131,CA,San Diego,1116
85,M1639101779,condo,245000,0.0,1,2,San Diego,1679 Pentecost Way Unit 6,92105,CA,San Diego,813
86,M1714063186,condo,520000,0.0,2,2,San Diego,4020 Porte La Paz Unit 104,92122,CA,San Diego,1086
87,M9326654256,condo,799000,0.0,3,3,San Diego,2870 Via Alta Pl Unit 68,92108,CA,San Diego,1515
88,M2784546702,condo,369999,0.0,1,1,San Diego,6140 Calle Mariselda Unit 202,92124,CA,San Diego,815
89,M2844261723,condo,999000,0.0,3,4,San Diego,15520 Paseo Del Sur,92127,CA,San Diego,2596
90,M2796280707,condo,749900,1.0,2,3,San Diego,3641 Caminito Carmel Lndg,92130,CA,San Diego,1368
91,M2260549706,condo,425000,0.0,3,3,San Diego,1346 Starry Way,92154,CA,San Diego,1428
92,M2058772602,condo,325000,0.0,2,2,San Diego,7855 Cowles Mountain Ct Unit A11,92119,CA,San Diego,1048
93,M1206289771,condo,359000,0.0,1,1,San Diego,1080 Park Blvd Unit 1510,92101,CA,San Diego,790
94,M1094145850,condo,599000,1.0,2,2,San Diego,12608 Carmel Country Rd Unit 25,92130,CA,San Diego,1191
95,M1237148174,condo,435000,0.0,2,3,San Diego,2012 Coolidge St Apt 93,92111,CA,San Diego,1190
96,M2483123589,condo,279000,1.0,1,2,San Diego,3615 Lemona Ave Unit A,92105,CA,San Diego,1120
97,M1915148651,condo,1198000,0.0,2,2,La Jolla,8132 Camino Del Sol Unit E,92037,CA,San Diego,1143
98,M2744354727,condo,925000,1.0,2,2,San Diego,645 Front St Unit 1606,92101,CA,San Diego,1291
99,M2563070439,condo,809000,1.0,2,2,San Diego,12912 Candela Pl,92130,CA,San Diego,1401
100,M2818936810,condo,555000,0.0,2,2,San Diego,8355 Station Village Ln Unit 4105,92108,CA,San Diego,1176
101,M2166589486,condo,407000,0.0,1,1,San Diego,3550 Lebon Dr Unit 6304,92122,CA,San Diego,600
102,M2692237160,condo,1895000,1.0,3,3,La Jolla,1020 Genter St Unit 102,92037,CA,San Diego,3168
103,M9137910105,condo,685900,0.0,2,3,San Diego,16750 Coyote Bush Dr Unit 54,92127,CA,San Diego,1544
104,M2034389855,condo,909000,1.0,2,3,San Diego,915 Beryl St Unit 3,92109,CA,San Diego,1531
105,M9578151353,condo,325000,0.0,1,1,San Diego,207 5th Ave Unit 948,92101,CA,San Diego,473
106,M2718368963,condo,789000,0.0,2,2,San Diego,3833 Lamont St Unit 2B,92109,CA,San Diego,1154
107,M2071182713,condo,599900,1.0,2,4,San Diego,10559 Caminito Memosac,92131,CA,San Diego,1708
108,M2389529243,condo,650000,0.0,2,2,San Diego,7612 Palmilla Dr Unit 48,92122,CA,San Diego,1004
109,M2592058267,condo,1085000,1.0,2,3,La Jolla,5546 Caminito Herminia,92037,CA,San Diego,2185
110,M2023556838,condo,285000,0.0,1,1,San Diego,10332 Caminito Aralia Apt 106,92131,CA,San Diego,656
111,M2143227776,condo,220000,0.0,1,0,San Diego,1611 Hotel Cir S Unit A209,92108,CA,San Diego,422
112,M2213614521,condo,310000,0.0,1,2,San Diego,3870 37th St Apt 7,92105,CA,San Diego,782
113,M1657843400,condo,369000,0.0,2,2,San Diego,6780 Friars Rd Unit 263,92108,CA,San Diego,957
114,M1574759607,condo,264900,0.0,1,1,San Diego,4175 Wabash Ave Unit 4,92104,CA,San Diego,504
115,M1513361840,condo,459000,0.0,1,1,La Jolla,4155 Executive Dr Unit E205,92037,CA,San Diego,764
116,M1212036735,condo,595000,1.0,2,2,San Diego,16326 Veridian Cir,92127,CA,San Diego,1306
117,M2876823259,condo,179900,0.0,1,1,San Diego,3776 Alabama St Unit C116,92104,CA,San Diego,378
118,M1498009803,condo,497500,1.0,2,3,San Diego,17557 Ashburton Rd,92128,CA,San Diego,1651
119,M1511780164,condo,385000,0.0,1,1,San Diego,1642 7th Ave Unit 327,92101,CA,San Diego,761
120,M1322091809,condo,439000,0.0,2,2,San Diego,10750 Sabre Hill Dr Unit 144,92128,CA,San Diego,1021
121,M1654116805,condo,549900,0.0,2,2,San Diego,1275 River Vista Row Unit 139,92111,CA,San Diego,1092
122,M1119692221,condo,419500,0.0,2,2,San Diego,17161 Alva Rd Unit 922,92127,CA,San Diego,968
123,M1993676919,condo,350000,0.0,2,3,San Diego,4435 Tremont St Apt 10,92102,CA,San Diego,1053
124,M2191366753,condo,465000,0.0,2,2,San Diego,1212 River Glen Row Unit 110,92111,CA,San Diego,1092
125,M1826294049,condo,349900,0.0,2,2,San Diego,17123 W Bernardo Dr Unit 203,92127,CA,San Diego,955
126,M1999055410,condo,285000,0.0,1,1,San Diego,207 5th Ave Unit 814,92101,CA,San Diego,311
127,M2074189882,condo,619900,0.0,1,1,San Diego,4627 Ocean Blvd Unit 210,92109,CA,San Diego,730
128,M2110098354,condo,379900,0.0,1,2,San Diego,6253 Lucia Way,92111,CA,San Diego,792
129,M1655908078,condo,519000,0.0,2,2,San Diego,3266 1st Ave Unit 17,92103,CA,San Diego,1083
130,M2516439891,condo,297500,0.0,1,2,San Diego,3677 41st St Apt 4,92105,CA,San Diego,782
131,M1308104301,condo,4250000,2.0,3,3,San Diego,165 6th Ave Unit 2602,92101,CA,San Diego,4049
132,M2513480811,condo,274900,0.0,1,1,San Diego,3549 Castle Glen Dr Unit 212,92123,CA,San Diego,564
133,M1016987284,condo,299999,0.0,2,2,San Diego,7835 Cowles Mountain Ct Unit B3,92119,CA,San Diego,1048
134,M1421997581,condo,275000,1.0,1,2,San Ysidro,293 Sycamore Rd Unit 15,92173,CA,San Diego,925
135,M1924965675,condo,325000,0.0,1,1,San Diego,3050 Rue Dorleans Unit 487,92110,CA,San Diego,547
136,M1358299754,condo,424900,0.0,2,2,San Diego,2236 River Run Dr Unit 234,92108,CA,San Diego,977
137,M1998493887,condo,429900,0.0,1,1,San Diego,620 State St Unit 214,92101,CA,San Diego,735
138,M1955103520,condo,650000,0.0,1,1,San Diego,550 Front St Unit 607,92101,CA,San Diego,737
139,M1483855042,condo,745000,0.0,3,6,San Diego,4058 Mahaila Ave Unit F,92122,CA,San Diego,1719
140,M2373125900,condo,369900,0.0,2,2,San Diego,3535 Monroe Ave Unit 22,92116,CA,San Diego,858
141,M1168971278,condo,379900,0.0,1,1,San Diego,253 10th Ave Unit 427,92101,CA,San Diego,802
142,M2910406662,condo,390000,0.0,2,2,San Diego,7225 Navajo Rd Unit 229,92119,CA,San Diego,1302
143,M2287263731,condo,418400,0.0,2,2,San Diego,4133 Florida St Apt 6,92104,CA,San Diego,768
144,M2403572175,condo,339900,0.0,1,2,San Diego,4151 33rd St Unit 7,92104,CA,San Diego,748
145,M1300600733,condo,415000,0.0,2,2,San Diego,8365 Westmore Rd Apt 19,92126,CA,San Diego,912
146,M2679414681,condo,550000,1.0,1,2,San Diego,2287 Caminito Pasada Unit 101,92107,CA,San Diego,1074
147,M9213425758,condo,1900000,1.0,3,3,San Diego,2750 4th Ave Unit 204,92103,CA,San Diego,2833
148,M1116975321,condo,469900,0.0,2,3,San Diego,11840 Caminito Ronaldo Unit 129,92128,CA,San Diego,1218
149,M1744156580,condo,434995,0.0,1,2,San Diego,4437 Mentone St Apt 6,92107,CA,San Diego,761
150,M1852005806,condo,1485000,0.0,2,2,Pacific Beach,1235 Parker Pl Unit 3L,92109,CA,San Diego,1028
151,M2534610601,condo,949000,0.0,2,3,San Diego,4007 Everts St Unit 4A,92109,CA,San Diego,1164
152,M2640360004,condo,959000,0.0,3,4,San Diego,4763 Caminito Canor Unit 100,92130,CA,San Diego,1817
153,M1361249540,condo,360000,0.0,1,0,San Diego,575 6th Ave Unit 503,92101,CA,San Diego,482
154,M2144856441,condo,499000,0.0,1,1,San Diego,3764 Bayside Ln Unit 1,92109,CA,San Diego,435
155,M1018586570,condo,620000,0.0,1,2,San Diego,360 Rosecrans St Apt 2,92106,CA,San Diego,950
156,M1635409333,condo,357000,0.0,1,1,San Diego,12240 Corte Sabio Unit 1107,92128,CA,San Diego,898
157,M1839901896,condo,399000,0.0,1,0,San Diego,2400 5th Ave Unit 433,92101,CA,San Diego,616
158,M2898372055,condo,640000,0.0,2,2,San Diego,3645 7th Ave Unit 201,92103,CA,San Diego,1103
159,M2786070539,condo,459900,1.0,2,3,San Diego,5470 Santa Alicia,92154,CA,San Diego,1505
160,M1024360252,condo,680000,1.0,2,3,San Diego,2444 Aperture Cir,92108,CA,San Diego,1306
161,M2252365720,condo,485000,0.0,2,2,San Diego,1231 Pennsylvania Ave Apt 3,92103,CA,San Diego,909
162,M2189056264,condo,345000,1.0,1,2,San Diego,7940 Mission Center Ct Unit G,92108,CA,San Diego,1020
163,M1563651450,condo,725000,0.0,2,2,San Diego,700 W E St Unit 2405,92101,CA,San Diego,1161
164,M1062448585,condo,325000,0.0,1,1,San Diego,1333 8th Ave Unit 204,92101,CA,San Diego,673
165,M2984764140,condo,469000,0.0,1,1,San Diego,3840 Elijah Ct Unit 837,92130,CA,San Diego,777
166,M1536917005,condo,1640000,0.0,2,2,La Jolla,5420 LA Jolla Blvd Unit B302,92037,CA,San Diego,1707
167,M1536157286,condo,174900,0.0,1,1,San Diego,6650 Amherst St Unit 14A,92115,CA,San Diego,480
168,M1021306343,condo,474999,1.0,1,3,San Diego,9604 Caminito Tizona,92126,CA,San Diego,1264
169,M1432834146,condo,479000,1.0,2,3,San Diego,7695 Stalmer St Unit A,92111,CA,San Diego,1224
170,M1243102532,condo,725000,1.0,2,3,San Diego,12407 Caminito Brioso,92131,CA,San Diego,1556
171,M2227496374,condo,749900,0.0,2,2,San Diego,575 6th Ave Unit 1106,92101,CA,San Diego,1144
172,M1330238530,condo,550000,0.0,2,2,San Diego,12745 Via Nasca,92128,CA,San Diego,1328
173,M1856548585,condo,525000,0.0,2,2,San Diego,10860 Ivy Hill Dr Unit 1,92131,CA,San Diego,946
174,M1621099211,condo,369900,0.0,2,2,San Diego,16533 Caminito Vecinos Unit 56,92128,CA,San Diego,1138
175,M2150808660,condo,485000,0.0,2,2,San Diego,4730 Noyes St Apt 316,92109,CA,San Diego,856
176,M2528089061,condo,825000,0.0,1,2,San Diego,4007 Everts St Unit 2G,92109,CA,San Diego,699
177,M1140148075,condo,1150000,1.0,2,3,San Diego,655 India St Unit 304,92101,CA,San Diego,1757
178,M2377820369,condo,378000,0.0,1,1,San Diego,550 15th St Unit 601,92101,CA,San Diego,726
179,M1375804750,condo,1050000,0.0,2,2,San Diego,500 W Harbor Dr Unit 1314,92101,CA,San Diego,1165
180,M2308556770,condo,1050000,1.0,2,2,San Diego,500 W Harbor Dr Unit 140,92101,CA,San Diego,1574
181,M2684593607,condo,279900,0.0,1,0,San Diego,207 5th Ave Unit 906,92101,CA,San Diego,296
182,M1513698765,condo,529000,0.0,3,3,San Diego,17526 Ashburton Rd,92128,CA,San Diego,1772
183,M2012788356,condo,769000,1.0,2,4,San Diego,16061 Blazewood Way,92127,CA,San Diego,1955
184,M1571535477,condo,527500,0.0,2,2,San Diego,5895 Friars Rd Apt 5116,92110,CA,San Diego,1228
185,M2329113384,condo,1200000,0.0,3,3,San Diego,1431 Pacific Hwy Unit 207,92101,CA,San Diego,1840
186,M1924066584,condo,535000,1.0,2,2,San Diego,10543 Avenida Olinda Unit 2,92127,CA,San Diego,1211
187,M1268652448,condo,395000,0.0,2,2,San Diego,13317 Caminito Ciera Unit 149,92129,CA,San Diego,889
188,M1999597986,condo,289000,0.0,1,1,San Diego,4545 Collwood Blvd Unit 25,92115,CA,San Diego,756
189,M1594784381,condo,2050000,0.0,2,2,La Jolla,939 Coast Blvd Unit 5B,92037,CA,San Diego,1937
190,M2936377234,condo,445000,0.0,2,3,San Diego,9366 Twin Trails Dr Unit 101,92129,CA,San Diego,1127
191,M2493110862,condo,339000,0.0,2,2,San Diego,3980 Faircross Pl Unit 8,92115,CA,San Diego,1069
192,M1421575979,condo,559000,0.0,1,1,San Diego,1601 India St Unit 105,92101,CA,San Diego,926
193,M1027515875,condo,399900,1.0,1,2,San Diego,3727 Herman Ave Apt 6,92104,CA,San Diego,802
194,M1454993502,condo,339000,0.0,2,3,San Diego,8709 Lake Murray Blvd Unit 7,92119,CA,San Diego,1149
195,M2335237809,condo,565000,1.0,2,3,San Diego,4032 Mount Acadia Blvd,92111,CA,San Diego,1872
196,M2532595701,condo,699000,0.0,2,2,San Diego,1225 Island Ave Unit 101,92101,CA,San Diego,1988
197,M2504647406,condo,905000,0.0,2,3,San Diego,1240 India St Unit 1102,92101,CA,San Diego,1388
198,M2645830209,condo,375000,0.0,1,2,San Diego,2752 B St Unit 112,92102,CA,San Diego,770
199,M1899857020,condo,349000,0.0,1,1,San Diego,3440 Lebon Dr Apt 4115,92122,CA,San Diego,535
