,property_id,prop_type,price,baths_half,baths_full,beds,city,line,postal_code,state_code,county,building_size,lot_size
0,M1370128465,single_family,359900,1.0,2,4,Bakersfield,10907 Thunder Falls Ave,93312,CA,Kern,2602.0,7620.0
1,M1114412716,single_family,285000,1.0,2,4,Bakersfield,5623 Rosado Ct,93306,CA,Kern,2148.0,6898.0
2,M9930763529,single_family,349900,0.0,4,5,Bakersfield,431 Butler Rd,93304,CA,Kern,1060.0,6271.0
3,M1475562927,single_family,149999,0.0,1,3,Bakersfield,31 Northrup St,93307,CA,Kern,2051.0,6133.0
4,M1580313456,single_family,299000,0.0,3,5,Bakersfield,5308 Pine Grove Ct,93313,CA,Kern,1621.0,9142.0
5,M1196253984,single_family,269000,0.0,2,3,Bakersfield,1409 Longway Ln,93309,CA,Kern,1832.0,6765.0
6,M9213456180,single_family,249900,0.0,2,4,Bakersfield,10604 High Plateau Way,93311,CA,Kern,4192.0,88862.0
7,M2973461004,single_family,850000,1.0,2,4,Bakersfield,9042 Laramie Ave,93314,CA,Kern,1657.0,13068.0
8,M1518372568,single_family,259900,0.0,2,3,Bakersfield,6200 Carter Ave,93308,CA,Kern,2624.0,8042.0
9,M9052962790,single_family,359500,1.0,2,4,Bakersfield,10314 Grizzly St,93311,CA,Kern,1540.0,6969.0
10,M1974008542,single_family,260000,0.0,2,4,Bakersfield,7602 Granite Hills St,93313,CA,Kern,1074.0,8100.0
11,M1323848200,single_family,184900,0.0,2,3,Bakersfield,1021 Chelsea St,93306,CA,Kern,2756.0,9148.0
12,M2067620590,single_family,490000,0.0,3,4,Bakersfield,12109 Parkerhill Dr,93311,CA,Kern,2253.0,7405.0
13,M1389245066,single_family,344950,0.0,3,4,Bakersfield,5507 Millington Ave,93313,CA,Kern,1211.0,7325.0
14,M1942204430,single_family,189000,0.0,2,3,Bakersfield,,93306,CA,Kern,2747.0,145926.0
15,M1842744778,single_family,575000,1.0,3,3,Bakersfield,3900 View St,93306,CA,Kern,1522.0,7818.0
16,M1954621509,single_family,245000,1.0,1,3,Bakersfield,4200 McKelvey Ct,93308,CA,Kern,800.0,7069.0
17,M2113610799,single_family,119000,0.0,1,2,Bakersfield,503 Decatur St,93308,CA,Kern,1960.0,7200.0
18,M9878870442,single_family,314900,0.0,2,3,Bakersfield,10308 Blythe Ct,93311,CA,Kern,1673.0,6534.0
19,M2065958144,single_family,309900,0.0,2,4,Bakersfield,,93314,CA,Kern,1287.0,4864.0
20,M1751134942,single_family,240000,0.0,2,3,Bakersfield,3000 Chuckwagon St,93312,CA,Kern,732.0,6346.0
21,M1750766560,single_family,119900,0.0,1,3,Bakersfield,120 E Belle Ave,93308,CA,Kern,1266.0,6000.0
22,M2779817201,single_family,215000,0.0,2,3,Bakersfield,4600 Randy Ave,93309,CA,Kern,2724.0,10019.0
23,M2466458496,single_family,439000,1.0,2,4,Bakersfield,10620 Barrichello St,93314,CA,Kern,1543.0,7042.0
24,M1124270002,single_family,236000,0.0,2,4,Bakersfield,4405 Hahn Ave,93309,CA,Kern,1665.0,7925.0
25,M2600800356,single_family,247900,0.0,2,3,Bakersfield,4205 Adidas Ave,93313,CA,Kern,1514.0,5020.0
26,M2531183020,single_family,295000,0.0,2,3,Bakersfield,12300 Marla Ave,93312,CA,Kern,1528.0,9325.0
27,M1887452537,single_family,315000,0.0,2,3,Bakersfield,8228 Norfolk Ct,93311,CA,Kern,1190.0,6969.0
28,M1976399341,single_family,285000,0.0,2,4,Bakersfield,8600 Windjammer Dr,93312,CA,Kern,1869.0,12197.0
29,M1031438796,single_family,255000,0.0,1,3,Bakersfield,2925 Beech St,93301,CA,Kern,2289.0,4250.0
30,M1457719572,single_family,270000,0.0,2,4,Bakersfield,6808 Segura Way,93309,CA,Kern,1060.0,7389.0
31,M1208695551,single_family,290000,1.0,2,3,Bakersfield,11108 Baltra Way,93306,CA,Kern,1780.0,1452.0
32,M1417815757,single_family,215000,0.0,2,2,Bakersfield,8317 S Stuart Ct,93311,CA,Kern,2572.0,7487.0
33,M1710382662,single_family,219900,1.0,2,3,Bakersfield,7330 Stockdale Hwy Apt 9,93309,CA,Kern,1813.0,9058.0
34,M2491142431,single_family,325000,0.0,3,4,Bakersfield,5809 Sky Lakes Ave,93313,CA,Kern,2619.0,12632.0
35,M1640438829,single_family,239900,0.0,1,3,Bakersfield,2312 Dracena St,93304,CA,Kern,2087.0,10019.0
36,M2264241481,single_family,425000,0.0,3,5,Bakersfield,,93312,CA,Kern,1183.0,6969.0
37,M1298633678,single_family,290000,0.0,2,4,Bakersfield,808 DE Oro Ct,93314,CA,Kern,1894.0,6049.0
38,M2296568906,single_family,210000,1.0,1,3,Bakersfield,1409 Vanderbilt Dr,93305,CA,Kern,1608.0,6541.0
39,M1258264329,single_family,325000,0.0,2,4,Bakersfield,12316 Stonington St,93312,CA,Kern,1812.0,7837.0
40,M2208755641,single_family,275000,0.0,2,3,Bakersfield,7500 Maleta Ct,93308,CA,Kern,1486.0,6098.0
41,M2838615674,single_family,334900,0.0,2,3,Bakersfield,10307 Yesterdays Dr,93312,CA,Kern,1998.0,13504.0
42,M1139656281,single_family,249900,0.0,2,3,Bakersfield,2607 Bagwell Ct,93313,CA,Kern,1555.0,5962.0
43,M2562830732,single_family,284500,0.0,2,3,Bakersfield,9617 Bloomsbury Ct,93312,CA,Kern,3367.0,30492.0
44,M2125552164,single_family,255000,0.0,2,3,Bakersfield,801 Sand Creek Dr,93312,CA,Kern,1040.0,7205.0
45,M2486288412,single_family,625000,1.0,3,5,Bakersfield,4000 Flintridge Dr,93306,CA,Kern,1603.0,8291.0
46,M2088464511,single_family,180000,0.0,2,3,Shafter,307 Atkinson Ave,93263,CA,Kern,1980.0,9313.0
47,M2641706469,single_family,149900,0.0,2,4,Bakersfield,100 Harris Dr,93308,CA,Kern,997.0,6821.0
48,M1620617016,single_family,310000,1.0,2,3,Bakersfield,3717 Alcott Dr,93311,CA,Kern,958.0,5169.0
49,M9180409394,single_family,379900,0.0,3,5,Bakersfield,8308 Morningstar Ave,93306,CA,Kern,1843.0,9159.0
50,M1143257443,single_family,162500,0.0,1,3,Bakersfield,2705 Fairfax Rd,93306,CA,Kern,1720.0,7202.0
51,M2152441911,single_family,110000,0.0,1,2,Bakersfield,207 Minner Ave,93308,CA,Kern,1410.0,6534.0
52,M2366103120,single_family,307500,0.0,2,3,Bakersfield,9903 Turfway Park Ct,93312,CA,Kern,3241.0,8276.0
53,M1399193638,single_family,249000,0.0,2,3,Bakersfield,2413 Christopher Ct,93304,CA,Kern,2583.0,10890.0
54,M1254795448,single_family,242500,0.0,2,3,Bakersfield,318 Bighorn Meadow Dr,93308,CA,Kern,1539.0,6534.0
55,M2106391691,single_family,375000,0.0,3,5,Bakersfield,5417 Saddleback Ridge Ct,93313,CA,Kern,1911.0,4792.0
56,M1159894500,single_family,365000,0.0,3,3,Bakersfield,2513 Elm St,93301,CA,Kern,2791.0,7405.0
57,M2361750708,single_family,245000,0.0,2,3,Bakersfield,9804 Casa Del Sol Dr,93311,CA,Kern,1234.0,7201.0
58,M2907874349,single_family,389000,1.0,3,3,Bakersfield,11618 Campus Park Dr,93311,CA,Kern,1959.0,7869.0
59,M1750550881,single_family,400000,1.0,3,3,Bakersfield,3806 Windermere St,93311,CA,Kern,4946.0,123275.0
60,M1989978665,single_family,355000,0.0,3,6,Bakersfield,10121 Bay Colony Dr,93312,CA,Kern,2029.0,
61,M1638053808,single_family,179990,0.0,1,4,Bakersfield,2516 Dracena St,93304,CA,Kern,2350.0,
62,M1813427151,single_family,619000,1.0,3,4,Bakersfield,8901 Montmedy Ct,93311,CA,Kern,2777.0,
63,M1871833552,single_family,335000,0.0,3,4,Bakersfield,11503 Westerham Ct,93311,CA,Kern,2365.0,11326.0
64,M1297940666,single_family,879000,0.0,5,6,Bakersfield,1151 Basta Ave,93308,CA,Kern,848.0,6453.0
65,P417000454148,single_family,332300,0.0,2,3,Bakersfield,6614 Chestnut Wood Dr,93313,CA,Kern,1788.0,12197.0
66,P417000453527,single_family,358900,0.0,3,5,Bakersfield,7308 Wild Mustang Drive,93311,CA,Kern,1824.0,6160.0
67,P417000451897,single_family,390990,0.0,3,4,Bakersfield,15106 Sunninghill Ave,93314,CA,Kern,1620.0,6454.0
68,M2458853158,single_family,350000,1.0,2,2,Bakersfield,4715 Palisades Cir,93308,CA,Kern,2079.0,15682.0
69,M2068034551,single_family,169000,0.0,1,2,Bakersfield,516 Washington Ave,93308,CA,Kern,3293.0,10890.0
70,M2068146349,single_family,195000,0.0,1,3,Bakersfield,518 Washington Ave,93308,CA,Kern,1380.0,6597.0
71,M1797437432,single_family,279990,0.0,2,3,Bakersfield,9600 Hercules St,93306,CA,Kern,5194.0,14810.0
72,M2574555503,single_family,289900,0.0,2,3,Bakersfield,216 Emerald Isle Way,93314,CA,Kern,883.0,4335.0
73,M2311938063,single_family,611006,0.0,3,4,Bakersfield,15312 Sunninghill Ave,93314,CA,Kern,1917.0,7863.0
74,M1160281681,single_family,169000,1.0,2,2,Bakersfield,2407 Ming Ave,93304,CA,Kern,1704.0,9111.0
75,M2869391045,single_family,472500,1.0,3,3,Bakersfield,15401 Casa Club Dr,93306,CA,Kern,2347.0,9271.0
76,M9430600868,single_family,280000,0.0,2,4,Bakersfield,3900 Zamora St,93306,CA,,1613.0,7627.0
77,M1595324294,single_family,209900,0.0,2,3,Bakersfield,1409 Emery Ave,93304,CA,Kern,1824.0,42253.0
78,M2014852015,single_family,1098000,0.0,4,5,Bakersfield,2608 Tiverton Dr,93311,CA,Kern,3024.0,9148.0
79,M1237264191,single_family,135000,0.0,1,2,Bakersfield,4500 Baybrook Way,93313,CA,Kern,3601.0,12197.0
80,M1042797205,single_family,349000,0.0,2,3,Bakersfield,10012 China Rose Ave,93311,CA,Kern,2573.0,7503.0
81,M1468083661,single_family,320000,0.0,2,3,Bakersfield,2400 Mountain Oak Rd,93311,CA,Kern,1264.0,5592.0
82,M2442825471,single_family,385000,0.0,2,4,Bakersfield,12807 Oahu Ln,93312,CA,Kern,2289.0,4897.0
83,M1128081980,single_family,232500,0.0,2,3,Bakersfield,1109 New Stine Rd,93309,CA,Kern,2748.0,24394.0
84,M2501327406,single_family,399900,0.0,2,3,Bakersfield,2326 Jenkins Rd,93314,CA,Kern,883.0,6762.0
85,M2326620844,single_family,400000,0.0,4,5,Shafter,9125 Scenic Woods Ln,93263,CA,Kern,2673.0,
86,M1509660378,single_family,445000,1.0,2,3,Bakersfield,,93312,CA,Kern,2660.0,
87,M1388350683,single_family,360000,1.0,2,4,Bakersfield,14810 Trumpetvine Pl,93314,CA,Kern,2429.0,
88,M1184140444,single_family,639995,1.0,3,5,Bakersfield,4111 Golden Aster St,93314,CA,Kern,2468.0,
89,M9561888155,single_family,359999,0.0,3,5,Bakersfield,9715 Metropolitanmetropolitan Way,93311,CA,Kern,1998.0,9376.0
90,M1682472886,single_family,149900,0.0,1,3,Bakersfield,1502 Mint St,93304,CA,Kern,2503.0,15246.0
91,M1180746094,single_family,287000,0.0,3,3,Bakersfield,5910 Tandil Way,93306,CA,Kern,1745.0,8127.0
92,M1426866826,single_family,539800,1.0,2,3,Bakersfield,9702 Fitzgerald Dr,93311,CA,Kern,2477.0,11761.0
93,M2961500043,single_family,159000,0.0,1,3,Bakersfield,129 Bliss St,93307,CA,Kern,1322.0,5775.0
94,P417000449965,single_family,387900,0.0,3,4,Bakersfield,7308 Wild Mustang Drive,93311,CA,Kern,1712.0,5339.0
95,P417000449150,single_family,377990,1.0,2,4,Bakersfield,15106 Sunninghill Ave,93314,CA,Kern,1538.0,5014.0
96,P417000449491,single_family,317900,1.0,3,5,Bakersfield,9816 Fire Island Drive,93313,CA,Kern,2291.0,11326.0
97,P415764358708,single_family,367990,0.0,3,4,Bakersfield,,93314,CA,Kern,1435.0,5017.0
98,M1076664243,single_family,355000,0.0,2,4,Bakersfield,305 Calle Lechuga,93314,CA,Kern,2529.0,6800.0
99,M2393004055,single_family,419900,1.0,2,4,Bakersfield,14501 Bottlebrush Dr,93314,CA,Kern,3697.0,214315.0
100,M1905921403,single_family,278500,0.0,2,4,Bakersfield,809 P St,93304,CA,Kern,1678.0,6423.0
101,M1801352985,single_family,405000,0.0,2,4,Bakersfield,2000 Dell Oak Ln,93311,CA,Kern,2640.0,9835.0
102,M1461460993,single_family,245000,0.0,2,4,Bakersfield,304 Sherman Peak Dr,93308,CA,Kern,1314.0,8276.0
103,M1469883096,single_family,230000,0.0,2,3,Bakersfield,307 Deep Creek Dr,93308,CA,Kern,2495.0,
