,property_id,prop_type,price,baths_half,baths_full,beds,city,postal_code,state_code,county,building_size,lot_size
128,M1380011797,single_family,1439000,1.0,2,4,Walnut Creek,94596,CA,Contra Costa,2263.0,22651.0
129,M2362295909,single_family,495000,0.0,2,3,Oakland,94621,CA,Alameda,1170.0,4725.0
130,M2034355371,single_family,2550000,0.0,3,4,Castro Valley,94552,CA,Alameda,3404.0,1172200.0
131,M2797215107,single_family,834950,0.0,2,3,Hayward,94541,CA,Alameda,1658.0,5387.0
132,M1126336778,single_family,1075000,1.0,2,4,Newark,94560,CA,Alameda,2100.0,4180.0
133,M2614697893,single_family,998888,0.0,2,4,Newark,94560,CA,Alameda,1522.0,7000.0
134,M1598975102,single_family,1500000,0.0,3,5,Moraga,94556,CA,Contra Costa,2205.0,16800.0
135,M1468555554,single_family,1895000,1.0,3,4,San Francisco,94131,CA,San Francisco,2943.0,3659.0
136,M1686403266,single_family,838888,0.0,2,3,Castro Valley,94546,CA,Alameda,1336.0,5900.0
137,M1763597539,single_family,2125000,1.0,3,3,Moraga,94556,CA,Contra Costa,3003.0,11667.0
138,M1092380074,single_family,810000,1.0,2,2,San Ramon,94582,CA,Contra Costa,1265.0,2505.0
139,M1818695099,single_family,8995000,4.0,5,5,Orinda,94563,CA,Contra Costa,7160.0,88862.0
140,M1605023557,single_family,1649800,1.0,2,4,Alamo,94507,CA,Contra Costa,3962.0,50965.0
141,M2446488539,single_family,1099000,0.0,3,4,San Ramon,94583,CA,Contra Costa,2042.0,5850.0
142,M1920419750,single_family,589000,0.0,2,3,Richmond,94803,CA,Contra Costa,1557.0,9600.0
143,M1673938129,single_family,377000,0.0,1,3,Vallejo,94590,CA,Solano,1308.0,3750.0
144,M2800081436,single_family,1000000,0.0,2,3,Berkeley,94710,CA,Alameda,1382.0,5300.0
145,M2577406057,single_family,989000,1.0,3,4,San Leandro,94577,CA,Alameda,2123.0,10004.0
146,M2776245754,single_family,1100000,0.0,2,3,Sunol,94586,CA,Alameda,2016.0,11550.0
147,M2380458700,single_family,599950,0.0,2,3,Hayward,94542,CA,Alameda,1069.0,7772.0
148,M2758963467,single_family,1399000,0.0,3,4,San Ramon,94583,CA,Contra Costa,3155.0,10800.0
149,M1031646953,single_family,1279000,1.0,2,4,Pleasanton,94588,CA,Alameda,2131.0,3893.0
150,M1321355081,single_family,1595000,0.0,2,2,San Francisco,94127,CA,San Francisco,2050.0,3149.0
151,M1518576415,single_family,455000,1.0,1,3,Vallejo,94590,CA,Solano,1682.0,3899.0
152,M2153071029,single_family,997000,0.0,2,3,El Cerrito,94530,CA,Contra Costa,2072.0,7200.0
153,M2224594859,single_family,379000,0.0,1,2,Oakland,94621,CA,Alameda,969.0,6250.0
154,M2858325842,single_family,1875000,1.0,2,4,Lafayette,94549,CA,Contra Costa,3613.0,44064.0
155,M2781334404,single_family,1845000,1.0,3,4,Lafayette,94549,CA,Contra Costa,3219.0,10400.0
156,M2445750587,single_family,1295000,0.0,2,4,Mill Valley,94941,CA,Marin,1606.0,15682.0
157,M2308205999,single_family,1299999,0.0,3,5,Pleasant Hill,94523,CA,Contra Costa,2560.0,21998.0
158,M2199060413,single_family,995000,0.0,2,4,Oakland,94619,CA,Alameda,1641.0,3136.0
159,M2836410655,single_family,1095000,0.0,2,3,Pleasanton,94588,CA,Alameda,1519.0,9161.0
160,M2780172007,single_family,1875000,0.0,2,3,Corte Madera,94925,CA,Marin,1822.0,6120.0
161,M1745194402,single_family,1949000,0.0,2,5,Oakland,94618,CA,Alameda,2112.0,4240.0
162,M1297519521,single_family,559000,1.0,2,3,Richmond,94801,CA,Contra Costa,1431.0,3969.0
163,M1054978246,single_family,1995000,1.0,3,3,Walnut Creek,94598,CA,Contra Costa,3493.0,22085.0
166,M2302917262,single_family,998000,0.0,3,4,San Francisco,94124,CA,San Francisco,1800.0,1873.0
167,M1551949702,single_family,625000,0.0,3,4,Mill Valley,94941,CA,Marin,1938.0,4861.0
168,M1817504913,single_family,998000,1.0,1,2,Daly City,94015,CA,San Mateo,1300.0,4329.0
169,M2496491088,single_family,1575000,0.0,4,4,San Francisco,94112,CA,San Francisco,2015.0,2663.0
170,M1309836756,single_family,3395000,0.0,4,4,San Francisco,94121,CA,San Francisco,3264.0,2996.0
171,M1558864689,single_family,699950,1.0,1,3,Oakland,94605,CA,Alameda,1337.0,5400.0
174,M9990825176,single_family,850000,1.0,2,2,Oakland,94608,CA,Alameda,1280.0,1921.0
175,M1505109561,single_family,2995000,1.0,4,4,Tiburon,94920,CA,Marin,2885.0,5502.0
176,M1489210852,single_family,499000,1.0,2,3,Vallejo,94591,CA,Solano,1662.0,7692.0
177,M2679395573,single_family,568000,0.0,1,2,Union City,94587,CA,Alameda,704.0,3441.0
178,M1801535463,single_family,2795000,1.0,3,4,Mill Valley,94941,CA,Marin,4285.0,59242.0
179,M2117758507,single_family,2200000,0.0,3,4,Mill Valley,94941,CA,Marin,2215.0,5502.0
180,M1275275300,single_family,1125000,0.0,2,2,Redwood City,94063,CA,San Mateo,1280.0,3000.0
181,M2213027254,single_family,499000,0.0,2,4,Vallejo,94590,CA,Solano,2272.0,6499.0
182,M1025454509,single_family,799000,1.0,1,2,San Leandro,94577,CA,Alameda,1113.0,16124.0
183,M1075687593,single_family,890000,1.0,2,3,Dublin,94568,CA,Alameda,1590.0,3195.0
184,M1740040329,single_family,1600000,0.0,3,6,Alameda,94501,CA,Alameda,2597.0,7110.0
185,M2774568786,single_family,899999,0.0,2,3,Pleasanton,94566,CA,Alameda,1159.0,6500.0
186,M2495607313,single_family,849000,1.0,1,2,San Leandro,94577,CA,Alameda,1700.0,14100.0
187,M1214328850,single_family,2099998,1.0,3,5,Fremont,94555,CA,Alameda,3202.0,5400.0
188,M1931114189,single_family,1100000,0.0,2,3,Oakland,94611,CA,Alameda,1694.0,6776.0
189,M1341827840,single_family,678888,0.0,4,5,Oakland,94603,CA,Alameda,1752.0,3525.0
190,M1933330550,single_family,1249800,0.0,2,3,Fremont,94536,CA,Alameda,1708.0,6400.0
191,M1600960683,single_family,1375000,1.0,1,2,Oakland,94618,CA,Alameda,1140.0,4000.0
192,M2216276330,single_family,728000,1.0,1,3,San Lorenzo,94580,CA,Alameda,1482.0,5400.0
0,M1468555554,single_family,1895000,1.0,3,4,San Francisco,94131,CA,San Francisco,2943.0,3659.0
1,M2800081436,single_family,1000000,0.0,2,3,Berkeley,94710,CA,Alameda,1382.0,5300.0
2,M1321355081,single_family,1595000,0.0,2,2,San Francisco,94127,CA,San Francisco,2050.0,3149.0
3,M2224594859,single_family,379000,0.0,1,2,Oakland,94621,CA,Alameda,969.0,6250.0
4,M1745194402,single_family,1949000,0.0,2,5,Oakland,94618,CA,Alameda,2112.0,4240.0
5,M2302917262,single_family,998000,0.0,3,4,San Francisco,94124,CA,San Francisco,1800.0,1873.0
6,M1817504913,single_family,998000,1.0,1,2,Daly City,94015,CA,San Mateo,1300.0,4329.0
7,M2496491088,single_family,1575000,0.0,4,4,San Francisco,94112,CA,San Francisco,2015.0,2663.0
8,M1309836756,single_family,3395000,0.0,4,4,San Francisco,94121,CA,San Francisco,3264.0,2996.0
9,M9990825176,single_family,850000,1.0,2,2,Oakland,94608,CA,Alameda,1280.0,1921.0
10,M1505109561,single_family,2995000,1.0,4,4,Tiburon,94920,CA,Marin,2885.0,5502.0
11,M1740040329,single_family,1600000,0.0,3,6,Alameda,94501,CA,Alameda,2597.0,7110.0
12,M1600960683,single_family,1375000,1.0,1,2,Oakland,94618,CA,Alameda,1140.0,4000.0
13,M1755617493,single_family,1300000,0.0,4,6,Alameda,94501,CA,Alameda,2740.0,3381.0
14,M1311627905,single_family,1245000,1.0,1,3,Oakland,94611,CA,Alameda,1450.0,3000.0
15,M1570626206,single_family,1999900,0.0,4,4,Oakland,94609,CA,Alameda,1954.0,5320.0
16,M1244661007,single_family,1899000,0.0,4,4,Oakland,94610,CA,Alameda,3398.0,5160.0
17,M1755915621,single_family,1095000,0.0,2,4,Alameda,94501,CA,Alameda,1607.0,3200.0
18,M2422279311,single_family,2995000,1.0,4,5,Piedmont,94611,CA,Alameda,3060.0,6816.0
19,M2706782098,single_family,875000,0.0,1,2,Brisbane,94005,CA,San Mateo,740.0,3100.0
20,M1982790679,single_family,998000,1.0,2,3,Alameda,94502,CA,Alameda,1666.0,3575.0
21,M1645304037,single_family,7277000,1.0,5,6,Belvedere,94920,CA,Marin,5574.0,18731.0
22,M2612183405,single_family,945000,0.0,1,2,Oakland,94607,CA,Alameda,960.0,6450.0
23,M2600571716,single_family,2395000,1.0,3,3,San Francisco,94110,CA,San Francisco,2020.0,1773.0
24,M2499177904,single_family,799000,0.0,2,2,Daly City,94014,CA,San Mateo,1321.0,1412720.0
25,M1825849274,single_family,898000,0.0,2,3,Oakland,94619,CA,Alameda,1530.0,5520.0
26,M2390394247,single_family,800000,0.0,1,3,Daly City,94015,CA,San Mateo,1170.0,6762.0
27,M1594605938,single_family,888888,0.0,2,3,Daly City,94015,CA,San Mateo,1230.0,3400.0
28,M2422559800,single_family,2350000,0.0,2,3,Sausalito,94965,CA,Marin,1966.0,1999.0
29,M2893879813,single_family,2850000,1.0,3,4,Berkeley,94703,CA,Alameda,3233.0,6750.0
30,M1858196112,single_family,799000,0.0,1,2,Oakland,94619,CA,Alameda,1143.0,3600.0
31,M2366105015,single_family,385000,0.0,2,4,Oakland,94602,CA,Alameda,1417.0,2500.0
32,M1404904560,single_family,1595000,1.0,1,4,Oakland,94609,CA,Alameda,2334.0,4400.0
33,M1287543499,single_family,3695000,0.0,3,4,San Francisco,94127,CA,San Francisco,3680.0,5340.0
34,M2861456059,single_family,1395000,0.0,2,3,San Francisco,94131,CA,San Francisco,1267.0,2927.0
35,M2746590287,single_family,500000,0.0,1,2,Oakland,94601,CA,Alameda,720.0,2380.0
36,M2819420076,single_family,2595000,1.0,4,4,San Francisco,94116,CA,San Francisco,2550.0,3114.0
37,M1511471399,single_family,850000,0.0,1,1,San Francisco,94122,CA,San Francisco,489.0,2996.0
38,M1212467634,single_family,2995000,1.0,3,4,San Francisco,94110,CA,San Francisco,3015.0,1750.0
39,M2711090365,single_family,1389000,0.0,3,5,Berkeley,94703,CA,Alameda,2733.0,6650.0
40,M2077592853,single_family,1599000,0.0,3,4,San Francisco,94112,CA,San Francisco,1585.0,136778400.0
41,M2424605086,single_family,5595000,0.0,5,4,San Francisco,94114,CA,San Francisco,4587.0,2665.0
42,M2809979655,single_family,629000,0.0,1,2,Oakland,94602,CA,Alameda,824.0,4520.0
43,M1392979458,single_family,899000,0.0,3,3,Oakland,94608,CA,Alameda,2190.0,3535.0
44,M1875571029,single_family,2475000,1.0,2,3,San Francisco,94122,CA,San Francisco,2325.0,3000.0
45,M1887151749,single_family,879000,0.0,2,3,Oakland,94619,CA,Alameda,1940.0,6250.0
46,M2844451417,single_family,1299000,0.0,1,3,San Francisco,94127,CA,San Francisco,1450.0,2731.0
47,M1686746883,single_family,1520000,0.0,1,2,Oakland,94618,CA,Alameda,1532.0,4000.0
48,M2493578047,single_family,1500000,0.0,2,3,San Francisco,94122,CA,San Francisco,1402.0,2060.0
49,M2866956897,single_family,1288000,0.0,1,2,San Francisco,94122,CA,San Francisco,1259.0,2996.0
50,M2985566169,single_family,2150000,0.0,2,3,San Francisco,94110,CA,San Francisco,1970.0,2500.0
51,M2680840721,single_family,2999000,1.0,3,4,San Francisco,94117,CA,San Francisco,3196.0,1999.0
52,M1662251786,single_family,525000,0.0,1,1,Oakland,94601,CA,Alameda,808.0,2500.0
53,M1390755638,single_family,1299000,0.0,2,2,San Francisco,94116,CA,San Francisco,1428.0,2996.0
54,M1257704087,single_family,1395000,0.0,2,3,Oakland,94610,CA,Alameda,2481.0,10136.0
55,M2013276572,single_family,1198000,0.0,3,4,Alameda,94501,CA,Alameda,2213.0,3360.0
56,M2378738934,single_family,1499000,0.0,2,3,San Francisco,94127,CA,San Francisco,2060.0,2543.0
57,M2405007541,single_family,4950000,1.0,4,5,Sausalito,94965,CA,Marin,4845.0,11761.0
58,M2874372820,single_family,1300000,0.0,1,2,San Francisco,94122,CA,San Francisco,1100.0,2996.0
59,M2430311115,single_family,1949000,1.0,2,3,Sausalito,94965,CA,Marin,2056.0,13939.0
60,M1775775219,single_family,1199000,0.0,2,3,Oakland,94609,CA,Alameda,1380.0,3300.0
61,M1189470146,single_family,1220000,0.0,1,3,Oakland,94610,CA,Alameda,1345.0,4500.0
62,M2523781130,single_family,1249000,0.0,2,4,San Francisco,94134,CA,San Francisco,1979.0,2375.0
63,M2440119089,single_family,699000,0.0,2,3,San Francisco,94112,CA,San Francisco,1830.0,2500.0
64,M2407447466,single_family,3495000,2.0,3,4,Piedmont,94611,CA,Alameda,4808.0,10004.0
65,M2440226974,single_family,1095000,0.0,2,3,Oakland,94602,CA,Alameda,1386.0,5160.0
66,M2800491361,single_family,1650000,1.0,2,5,Berkeley,94703,CA,Alameda,2199.0,5200.0
67,M1678476992,single_family,1195000,1.0,1,4,Alameda,94501,CA,Alameda,2051.0,4240.0
68,M1870061203,single_family,895000,0.0,1,2,Alameda,94501,CA,Alameda,1195.0,4900.0
69,M2587121157,single_family,899900,0.0,1,2,Daly City,94014,CA,San Mateo,1060.0,3000.0
70,M2411583986,single_family,3695000,1.0,3,4,Piedmont,94611,CA,Alameda,3828.0,7544.0
71,M2379833403,single_family,3600000,2.0,2,4,Piedmont,94611,CA,Alameda,3205.0,16758.0
72,M2375473288,single_family,2200000,0.0,3,4,Piedmont,94611,CA,Alameda,3120.0,6000.0
73,M2682730983,single_family,879000,1.0,1,2,Berkeley,94702,CA,Alameda,1012.0,3850.0
74,M1074878105,single_family,985000,0.0,3,4,Oakland,94602,CA,Alameda,2176.0,4067.0
75,M2445103279,single_family,4895000,1.0,3,4,San Francisco,94123,CA,San Francisco,3800.0,3062.0
76,M1131994690,single_family,1199000,0.0,2,2,Oakland,94602,CA,Alameda,1620.0,5390.0
77,M1584668007,single_family,950000,0.0,2,3,San Francisco,94134,CA,San Francisco,1400.0,2495.0
78,M1207433062,single_family,695000,0.0,2,2,Oakland,94608,CA,Alameda,1431.0,1431.0
79,M1766141775,single_family,2288888,0.0,5,5,San Francisco,94127,CA,San Francisco,2470.0,5323.0
80,M1862453418,single_family,3395000,0.0,4,4,San Francisco,94118,CA,San Francisco,3660.0,3300.0
81,M1561309720,single_family,880000,0.0,1,3,Oakland,94608,CA,Alameda,1140.0,5400.0
82,M2731833738,single_family,998000,0.0,1,2,San Francisco,94112,CA,San Francisco,1002.0,1500.0
83,M1455131591,single_family,975000,0.0,2,2,San Francisco,94112,CA,San Francisco,1700.0,1646.0
84,M1394725424,single_family,4450000,1.0,3,3,San Francisco,94109,CA,San Francisco,3100.0,980.0
85,M2268870009,single_family,1190000,1.0,2,3,Daly City,94014,CA,San Mateo,1670.0,3360.0
86,M2713168576,single_family,4795000,1.0,4,4,San Francisco,94109,CA,San Francisco,3535.0,3438.0
87,M1636590838,single_family,1675000,0.0,2,3,San Francisco,94110,CA,San Francisco,1960.0,1750.0
88,M2327236637,single_family,999000,1.0,2,3,Oakland,94610,CA,Alameda,2046.0,3457.0
89,M2027775774,single_family,865000,0.0,2,2,Oakland,94608,CA,Alameda,1796.0,3500.0
90,M1228104320,single_family,2695000,1.0,3,5,San Francisco,94127,CA,San Francisco,2720.0,6744.0
91,M2359546209,single_family,699000,0.0,2,3,Oakland,94602,CA,Alameda,1159.0,3800.0
92,M1302085440,single_family,1649000,0.0,2,3,San Francisco,94121,CA,San Francisco,1506.0,2495.0
93,M1508578412,single_family,1494000,0.0,2,3,Oakland,94611,CA,Alameda,1725.0,6644.0
94,M1158725743,single_family,1895000,0.0,2,3,Oakland,94610,CA,Alameda,2355.0,7950.0
95,M1377614517,single_family,595000,0.0,1,2,Oakland,94619,CA,Alameda,1064.0,3072.0
96,M2779656550,single_family,999000,0.0,2,4,Oakland,94612,CA,Alameda,2549.0,2800.0
97,M1879094144,single_family,988000,0.0,1,2,Daly City,94015,CA,San Mateo,1050.0,3400.0
98,M1860927898,single_family,1195000,1.0,1,3,Oakland,94609,CA,Alameda,1189.0,2500.0
99,M1395963882,single_family,1199000,0.0,2,3,Albany,94706,CA,Alameda,1602.0,3800.0
100,M1404547186,single_family,1399000,0.0,3,3,San Francisco,94124,CA,San Francisco,2564.0,2495.0
101,M2352402949,single_family,8700000,0.0,6,6,San Francisco,94115,CA,San Francisco,7475.0,3188.0
102,M1184680571,single_family,1650000,0.0,6,6,Daly City,94014,CA,San Mateo,3492.0,2700.0
103,M2646531231,single_family,565000,0.0,1,3,Oakland,94601,CA,Alameda,1195.0,8910.0
104,M2625524612,single_family,799000,0.0,2,3,Oakland,94607,CA,Alameda,1337.0,3125.0
105,M1191519773,single_family,1795000,1.0,3,4,Oakland,94610,CA,Alameda,2753.0,5781.0
106,M1269082336,single_family,895000,0.0,1,2,San Francisco,94116,CA,San Francisco,800.0,3000.0
107,M2855965828,single_family,689000,0.0,1,2,Oakland,94602,CA,Alameda,832.0,2750.0
108,M2791350597,single_family,949000,0.0,1,3,San Francisco,94112,CA,San Francisco,1552.0,3148.0
109,M2703287262,single_family,549888,1.0,1,2,Oakland,94602,CA,Alameda,1060.0,2500.0
110,M2165837840,single_family,849000,0.0,2,4,Oakland,94606,CA,Alameda,2209.0,6750.0
111,M2427998211,single_family,4995000,1.0,4,5,San Francisco,94123,CA,San Francisco,3645.0,2996.0
112,M1478914721,single_family,1240000,1.0,2,3,Oakland,94609,CA,Alameda,1700.0,3075.0
113,M2160145139,single_family,4900000,1.0,3,4,San Francisco,94117,CA,San Francisco,3700.0,2750.0
114,M2730074016,single_family,1895000,0.0,2,3,San Francisco,94114,CA,San Francisco,1531.0,1724.0
115,M9281948417,single_family,3495000,1.0,5,5,Piedmont,94611,CA,Alameda,5083.0,20250.0
116,M2410801401,single_family,3200000,1.0,4,5,Piedmont,94611,CA,Alameda,5015.0,10094.0
117,M2685336450,single_family,599000,0.0,2,4,Oakland,94607,CA,Alameda,1952.0,3125.0
118,M2945934802,single_family,3000000,1.0,3,4,San Francisco,94118,CA,San Francisco,2825.0,2340.0
119,M1921224958,single_family,4500000,1.0,3,5,San Francisco,94114,CA,San Francisco,3190.0,4500.0
120,M2176347600,single_family,1088000,0.0,2,3,San Francisco,94112,CA,San Francisco,1079.0,3371.0
121,M1942681917,single_family,899000,0.0,1,2,San Francisco,94112,CA,San Francisco,1175.0,2500.0
122,M1793864487,single_family,1745000,0.0,2,3,San Francisco,94110,CA,San Francisco,1475.0,2487.0
123,M1514804973,single_family,799000,0.0,1,2,Albany,94706,CA,Alameda,830.0,2500.0
124,M2142996966,single_family,1150000,0.0,2,3,Alameda,94501,CA,Alameda,1451.0,6580.0
125,M1307931118,single_family,3595000,0.0,4,5,San Francisco,94131,CA,San Francisco,2837.0,1724.0
126,M1207227169,single_family,1195000,0.0,2,3,San Francisco,94131,CA,San Francisco,1012.0,3123.0
127,M1064518173,single_family,644000,1.0,2,4,Oakland,94606,CA,Alameda,1492.0,2860.0
128,M2029559437,single_family,1295000,1.0,2,3,Alameda,94502,CA,Alameda,1962.0,4788.0
129,M2561611137,single_family,1995000,0.0,3,4,San Francisco,94118,CA,San Francisco,2336.0,3450.0
130,M2993497517,single_family,1998000,0.0,2,3,San Francisco,94118,CA,San Francisco,1829.0,3000.0
131,M2775560446,single_family,998000,1.0,1,3,Berkeley,94703,CA,Alameda,1378.0,2550.0
132,M2407680050,single_family,1850000,0.0,3,4,San Francisco,94122,CA,San Francisco,1903.0,2996.0
133,M2218833159,single_family,1370000,0.0,3,4,Alameda,94502,CA,Alameda,2051.0,4050.0
134,M1819651755,single_family,1195000,0.0,2,3,Oakland,94618,CA,Alameda,1495.0,5208.0
135,M2453642713,single_family,899000,0.0,1,2,Oakland,94602,CA,Alameda,1264.0,4187.0
136,M2791318406,single_family,998000,0.0,1,2,San Francisco,94121,CA,San Francisco,1395.0,2996.0
137,M1712486277,single_family,675000,0.0,1,2,Oakland,94601,CA,Alameda,917.0,2500.0
138,M2316320864,single_family,1850000,0.0,3,5,Alameda,94502,CA,Alameda,2648.0,6121.0
139,M1709292778,single_family,1598000,0.0,3,4,Oakland,94609,CA,Alameda,1733.0,4160.0
140,M1750323345,single_family,1845000,0.0,2,3,San Francisco,94127,CA,San Francisco,2249.0,4460.0
141,M1599473959,single_family,1295000,0.0,1,2,San Francisco,94134,CA,San Francisco,1595.0,2060.0
142,M2824084616,single_family,1098000,0.0,1,2,San Francisco,94112,CA,San Francisco,1200.0,2822.0
143,M2988110860,single_family,1475000,0.0,4,5,Oakland,94602,CA,Alameda,2731.0,5200.0
144,M1511037964,single_family,1199000,0.0,3,4,Oakland,94608,CA,Alameda,2266.0,2550.0
