property_id,prop_type,price,baths_half,baths_full,beds,city,postal_code,state_code,county,building_size,lot_size
M1760864714,single_family,915000,0.0,3.0,4,Granite Bay,95746,CA,Placer,2549.0,10106.0
M1124433372,single_family,320000,0.0,2.0,2,Antelope,95843,CA,Sacramento,1090.0,4905.0
M2363480869,single_family,539000,0.0,2.0,3,Davis,95616,CA,Yolo,1234.0,7527.0
M1317971003,single_family,1389000,0.0,4.0,5,Granite Bay,95746,CA,Placer,3931.0,217800.0
M1613984687,single_family,157500,0.0,1.0,2,Sacramento,95838,CA,Sacramento,724.0,8712.0
M2430408880,single_family,749000,0.0,3.0,3,Sacramento,95818,CA,Sacramento,1934.0,4356.0
M1316161817,single_family,449900,0.0,3.0,5,Lodi,95240,CA,San Joaquin,2300.0,7802.0
M1075384972,single_family,899000,0.0,3.0,3,Davis,95616,CA,Yolo,2244.0,10559.0
M2606924352,single_family,409000,1.0,2.0,4,Orangevale,95662,CA,Sacramento,2040.0,11761.0
M2787938333,single_family,710000,1.0,2.0,2,Sacramento,95818,CA,Sacramento,1536.0,6534.0
M1703960263,single_family,429900,0.0,2.0,3,Roseville,95747,CA,Placer,1577.0,6007.0
M2224887208,single_family,429000,0.0,1.0,2,Sacramento,95819,CA,Sacramento,758.0,3816.0
M1717584007,single_family,324900,0.0,2.0,3,Sacramento,95842,CA,Sacramento,1600.0,6098.0
M1465894784,single_family,385000,0.0,2.0,3,Woodland,95776,CA,Yolo,1335.0,4792.0
M2198115830,single_family,440000,0.0,3.0,3,Rancho Cordova,95670,CA,Sacramento,2325.0,4587.0
M2748534933,single_family,549000,1.0,3.0,4,Orangevale,95662,CA,Sacramento,3276.0,10550.0
M2164686264,single_family,415000,0.0,2.0,4,Elk Grove,95624,CA,Sacramento,1744.0,7614.0
M1416714378,single_family,600000,0.0,3.0,4,Roseville,95661,CA,Placer,2608.0,14074.0
M1488272141,single_family,445000,1.0,2.0,4,Sacramento,95829,CA,Sacramento,1881.0,7449.0
M2204048057,single_family,379999,1.0,2.0,2,West Sacramento,95605,CA,Yolo,1313.0,1742.0
M2525222885,single_family,299900,0.0,2.0,3,Sacramento,95842,CA,Sacramento,960.0,6098.0
M1325669462,single_family,372000,0.0,2.0,3,Antelope,95843,CA,Sacramento,1408.0,6625.0
M1382195599,single_family,369900,0.0,2.0,3,Rancho Cordova,95670,CA,Sacramento,1127.0,6970.0
M1719075745,single_family,625000,0.0,3.0,4,Roseville,95678,CA,Placer,3110.0,7444.0
M2017816538,single_family,439900,0.0,3.0,4,Elk Grove,95758,CA,Sacramento,2000.0,5776.0
M1926446316,single_family,345000,0.0,2.0,3,Sacramento,95838,CA,Sacramento,1381.0,5536.0
M2430309678,single_family,869000,1.0,2.0,4,Sacramento,95864,CA,Sacramento,2250.0,9148.0
M1310859872,single_family,451887,0.0,2.0,4,Plumas Lake,95961,CA,Yuba,1884.0,13700.0
M1941367702,single_family,499900,0.0,3.0,5,Roseville,95747,CA,Placer,2567.0,4983.0
M2328149209,single_family,514900,0.0,2.0,3,Citrus Heights,95610,CA,Sacramento,2088.0,9148.0
M2567890463,single_family,1489000,0.0,4.0,4,Acampo,95220,CA,San Joaquin,5289.0,217800.0
M2501632014,single_family,394500,0.0,2.0,3,Sacramento,95835,CA,Sacramento,1877.0,4992.0
M2897804629,single_family,417000,0.0,2.0,3,Sacramento,95826,CA,Sacramento,1600.0,6325.0
M2075961130,single_family,499000,0.0,2.0,3,Sacramento,95831,CA,Sacramento,1538.0,9148.0
M1340378534,single_family,959000,1.0,2.0,5,Davis,95616,CA,Yolo,2430.0,9518.0
M1194202614,single_family,409895,0.0,2.0,3,Sacramento,95835,CA,Sacramento,1527.0,4530.0
M1209176492,single_family,1125000,0.0,3.0,4,El Dorado Hills,95762,CA,El Dorado,3266.0,19184.0
M2506776243,single_family,319000,0.0,2.0,3,North Highlands,95660,CA,Sacramento,1309.0,8276.0
M1165377271,single_family,429000,0.0,3.0,4,Citrus Heights,95610,CA,Sacramento,1972.0,7405.0
M1932953335,single_family,1330000,0.0,4.0,5,Granite Bay,95746,CA,Placer,4033.0,18761.0
M2305904988,single_family,1250000,0.0,3.0,4,Davis,95616,CA,Yolo,2223.0,13286.0
M1183324934,single_family,369999,0.0,2.0,3,Elk Grove,95758,CA,Sacramento,1279.0,4569.0
M2351931971,single_family,978888,0.0,3.0,4,Sacramento,95831,CA,Sacramento,3319.0,8778.0
M2846430852,single_family,968888,1.0,3.0,5,El Dorado Hills,95762,CA,El Dorado,3837.0,16553.0
M2335485036,single_family,420000,0.0,2.0,3,West Sacramento,95691,CA,Yolo,1605.0,6098.0
M2949385858,single_family,799950,0.0,3.0,4,Roseville,95661,CA,Placer,2735.0,15564.0
M1389499724,single_family,425000,0.0,2.0,3,Rancho Cordova,95670,CA,Sacramento,1407.0,6490.0
M2781747112,single_family,440000,0.0,3.0,4,Elk Grove,95758,CA,Sacramento,2059.0,6303.0
M1657434850,single_family,880000,0.0,4.0,5,Rocklin,95677,CA,Placer,3896.0,13656.0
M1986995097,single_family,557900,0.0,2.0,3,Roseville,95747,CA,Placer,2069.0,7418.0
M9557208734,single_family,602430,0.0,3.0,4,West Sacramento,95691,CA,Yolo,2114.0,6626.0
M1541973587,single_family,449900,0.0,3.0,4,Rancho Cordova,95670,CA,Sacramento,2109.0,6965.0
M2347193176,single_family,395000,0.0,2.0,3,Roseville,95678,CA,Placer,1513.0,4822.0
M2124435132,single_family,768000,0.0,2.0,2,Newcastle,95658,CA,Placer,1199.0,261360.0
M2751506640,single_family,440000,0.0,2.0,3,Woodland,95695,CA,Yolo,1574.0,6499.0
M1000441571,single_family,498000,0.0,3.0,5,Sacramento,95824,CA,Sacramento,2573.0,9165.0
M1713576955,single_family,530000,0.0,3.0,5,Sacramento,95834,CA,Sacramento,2791.0,6512.0
M1555002388,single_family,669000,0.0,3.0,4,Roseville,95747,CA,Placer,3036.0,6364.0
M2539123081,single_family,315000,0.0,1.0,3,Sacramento,95842,CA,Sacramento,960.0,8276.0
M2588749944,single_family,690000,0.0,3.0,4,Carmichael,95608,CA,Sacramento,2342.0,19515.0
M2250115396,single_family,399000,0.0,2.0,3,Roseville,95678,CA,Placer,1253.0,6604.0
M2806214634,single_family,294888,0.0,2.0,3,Lodi,95240,CA,San Joaquin,1311.0,7200.0
M2829625624,single_family,290000,0.0,1.0,3,Sacramento,95815,CA,Sacramento,1057.0,7405.0
M1527096100,single_family,429900,0.0,2.0,3,Roseville,95661,CA,Placer,1359.0,8307.0
M2178495727,single_family,579950,0.0,3.0,4,Lodi,95242,CA,San Joaquin,2778.0,7841.0
M2352260274,single_family,549000,0.0,2.0,4,Fair Oaks,95628,CA,Sacramento,1724.0,10454.0
M2651772828,single_family,390000,0.0,2.0,3,Sacramento,95835,CA,Sacramento,1358.0,4713.0
M2437190609,single_family,399900,0.0,2.0,3,Sacramento,95834,CA,Sacramento,1838.0,2509.0
M1868758667,single_family,340000,1.0,2.0,4,Sacramento,95823,CA,Sacramento,1807.0,2073.0
M1893965639,single_family,1495000,1.0,2.0,4,Sacramento,95816,CA,Sacramento,3746.0,6098.0
M2601858110,single_family,529000,0.0,3.0,4,Sacramento,95831,CA,Sacramento,1793.0,8712.0
M1260431011,single_family,549900,0.0,3.0,4,Elk Grove,95757,CA,Sacramento,3281.0,6264.0
M1840390543,single_family,415000,1.0,2.0,3,Woodland,95776,CA,Yolo,1556.0,3049.0
M2124089528,single_family,480000,0.0,2.0,3,Roseville,95747,CA,Placer,2084.0,6103.0
M2798420243,single_family,559900,1.0,2.0,4,West Sacramento,95691,CA,Yolo,3018.0,7405.0
M1862265833,single_family,499900,0.0,3.0,4,Elk Grove,95757,CA,Sacramento,2645.0,4770.0
M1215235953,single_family,349900,0.0,2.0,3,Sacramento,95828,CA,Sacramento,1407.0,6146.0
M2687171224,single_family,419900,0.0,1.0,2,Sacramento,95817,CA,Sacramento,988.0,7405.0
M1615566303,single_family,300000,0.0,1.0,3,Sacramento,95822,CA,Sacramento,1410.0,9583.0
M1136232155,single_family,249900,0.0,2.0,3,Sacramento,95828,CA,Sacramento,1222.0,4129.0
M1929526794,single_family,369000,1.0,2.0,3,Citrus Heights,95621,CA,Sacramento,1258.0,6970.0
M1208242061,single_family,437000,1.0,2.0,4,Lincoln,95648,CA,Placer,2218.0,6429.0
M1416353091,single_family,429900,0.0,2.0,3,Roseville,95661,CA,Placer,1680.0,6473.0
M2671285567,single_family,279900,0.0,2.0,2,Sacramento,95823,CA,Sacramento,1132.0,3245.0
M1003893639,single_family,719900,0.0,3.0,4,Loomis,95650,CA,Placer,2734.0,36534.0
M1478858379,single_family,365000,1.0,2.0,3,Sacramento,95833,CA,Sacramento,1734.0,5663.0
M1592143206,single_family,699000,0.0,3.0,4,Lodi,95242,CA,San Joaquin,2605.0,7719.0
M1640403091,single_family,410000,1.0,2.0,3,Elk Grove,95758,CA,Sacramento,1410.0,5702.0
M2268546659,single_family,515000,0.0,2.0,3,Rancho Cordova,95742,CA,Sacramento,2305.0,4726.0
M2020593386,single_family,519500,1.0,2.0,4,Carmichael,95608,CA,Sacramento,1894.0,10454.0
M1340613105,single_family,485000,0.0,3.0,4,Antelope,95843,CA,Sacramento,2047.0,7889.0
M2960635008,single_family,399900,0.0,2.0,3,Sacramento,95826,CA,Sacramento,1379.0,6939.0
M1436997353,single_family,559000,0.0,3.0,4,Carmichael,95608,CA,Sacramento,2222.0,7841.0
M2889364000,single_family,548000,0.0,3.0,4,Roseville,95678,CA,Placer,2382.0,6167.0
M1375398676,single_family,510000,1.0,1.0,3,Sacramento,95822,CA,Sacramento,1579.0,7841.0
M1935069757,single_family,420000,1.0,2.0,4,Roseville,95747,CA,Placer,1658.0,2274.0
M1251354875,single_family,230000,0.0,2.0,4,Sacramento,95832,CA,Sacramento,1199.0,6534.0
M2661174118,single_family,349888,0.0,2.0,3,Sacramento,95823,CA,Sacramento,2063.0,8712.0
M2253492806,single_family,439999,1.0,2.0,4,Sacramento,95834,CA,Sacramento,2113.0,3228.0
M1570221172,single_family,939000,0.0,4.0,5,Folsom,95630,CA,Sacramento,4212.0,11935.0
M1763719244,single_family,394000,0.0,3.0,4,Sacramento,95841,CA,Sacramento,1696.0,10019.0
M1460379424,single_family,315000,0.0,2.0,2,Woodland,95776,CA,Yolo,1153.0,3358.0
M2026616680,single_family,369000,0.0,2.0,3,Antelope,95843,CA,Sacramento,1545.0,4726.0
M2508542264,single_family,359900,0.0,2.0,3,Orangevale,95662,CA,Sacramento,1008.0,10454.0
M1536113388,single_family,499900,0.0,3.0,4,Sacramento,95825,CA,Sacramento,2131.0,11761.0
M2345368001,single_family,549000,0.0,1.0,2,Sacramento,95819,CA,Sacramento,1129.0,5946.0
M1124980989,single_family,624900,1.0,2.0,4,Citrus Heights,95610,CA,Sacramento,2300.0,29621.0
M1880698290,single_family,550000,1.0,2.0,3,Roseville,95747,CA,Placer,2609.0,7484.0
M1951673127,single_family,520000,1.0,3.0,4,Sacramento,95835,CA,Sacramento,2614.0,5776.0
M2338901397,single_family,589000,0.0,2.0,3,Folsom,95630,CA,Sacramento,1884.0,8176.0
M1345658528,single_family,419000,1.0,1.0,3,Carmichael,95608,CA,Sacramento,1296.0,12972.0
M1994237834,single_family,415000,1.0,2.0,4,Sacramento,95835,CA,Sacramento,2093.0,3149.0
M2778754464,single_family,309900,0.0,2.0,4,North Highlands,95660,CA,Sacramento,1286.0,6534.0
M1877804815,single_family,355000,0.0,2.0,3,Sacramento,95864,CA,Sacramento,1421.0,5227.0
M2385140575,single_family,685000,0.0,3.0,5,El Dorado Hills,95762,CA,El Dorado,3105.0,20909.0
M2780521554,single_family,649000,0.0,2.0,3,Loomis,95650,CA,Placer,1580.0,217800.0
M1366416728,single_family,975000,1.0,3.0,5,Granite Bay,95746,CA,Placer,4111.0,29503.0
M1826716785,single_family,490000,0.0,3.0,4,Sacramento,95831,CA,Sacramento,2031.0,6534.0
M1044700702,single_family,250000,0.0,1.0,2,Sacramento,95817,CA,Sacramento,900.0,6098.0
M2537367913,single_family,550000,0.0,1.0,2,Oakland,94605,CA,Alameda,1050.0,3325.0
M2266195910,single_family,1550000,0.0,3.0,4,Danville,94526,CA,Contra Costa,2919.0,11067.0
M1925232987,single_family,2099000,0.0,3.0,5,Pleasant Hill,94523,CA,Contra Costa,3381.0,84376.0
M2488169930,single_family,789888,1.0,1.0,2,Redwood City,94063,CA,San Mateo,760.0,2500.0
M1073688011,single_family,448888,0.0,1.0,1,Berkeley,94706,CA,Alameda,642.0,3800.0
M2099355398,single_family,789000,0.0,1.0,2,Oakland,94606,CA,Alameda,1308.0,5250.0
M2487643774,single_family,2295000,1.0,3.0,4,Piedmont,94610,CA,Alameda,2656.0,4070.0
M2957649574,single_family,539000,1.0,3.0,3,San Pablo,94806,CA,Contra Costa,1597.0,2424.0
M2378155458,single_family,1295000,1.0,4.0,5,Hercules,94547,CA,Contra Costa,4022.0,7183.0
M9718196622,single_family,2075000,0.0,3.0,4,Oakland,94610,CA,Alameda,2706.0,7400.0
M1367238138,single_family,1099888,0.0,2.0,3,Fremont,94536,CA,Alameda,1522.0,5600.0
M1794081173,single_family,1598000,1.0,2.0,4,Brisbane,94005,CA,San Mateo,2460.0,3473.0
M1608813311,single_family,1425000,0.0,2.0,3,Lafayette,94549,CA,Contra Costa,1896.0,13500.0
M2048522269,single_family,1495000,0.0,2.0,3,San Francisco,94122,CA,San Francisco,1506.0,2996.0
M2646809763,single_family,729000,0.0,2.0,3,Castro Valley,94546,CA,Alameda,1476.0,5040.0
M2679294354,single_family,1185000,0.0,2.0,3,South San Francisco,94080,CA,San Mateo,1601.0,4575.0
M1117206409,single_family,748000,1.0,2.0,3,Hayward,94544,CA,Alameda,1415.0,3416.0
M2881009428,single_family,1179000,1.0,2.0,3,San Ramon,94582,CA,Contra Costa,2411.0,4800.0
M1011952894,single_family,1695000,0.0,3.0,3,Berkeley,94703,CA,Alameda,2011.0,2364.0
M1833835558,single_family,1598000,0.0,2.0,4,Oakland,94609,CA,Alameda,2073.0,4140.0
M1414597740,single_family,1025000,0.0,2.0,3,Kensington,94708,CA,Contra Costa,1373.0,4000.0
M1434600441,single_family,898888,0.0,2.0,3,Union City,94587,CA,Alameda,1357.0,5500.0
M1747791645,single_family,960000,0.0,1.0,3,Alameda,94501,CA,Alameda,1600.0,130680.0
M1597871062,single_family,1075000,0.0,3.0,5,Hayward,94541,CA,Alameda,3140.0,7500.0
M1562629436,single_family,575000,0.0,2.0,4,Richmond,94806,CA,Contra Costa,1165.0,6000.0
M2376424927,single_family,4495000,0.0,2.0,3,Belvedere,94920,CA,Marin,1750.0,7527.0
M2452315660,single_family,6800000,2.0,5.0,5,Piedmont,94611,CA,Alameda,7214.0,21413.0
M9907903630,single_family,975000,0.0,2.0,3,Richmond,94804,CA,Contra Costa,2980.0,9250.0
M1996089546,single_family,1200000,0.0,2.0,4,Pleasanton,94566,CA,Alameda,2100.0,7156.0
M1499966861,single_family,2177000,0.0,2.0,4,Tiburon,94920,CA,Marin,2723.0,2017.0
M1257405317,single_family,389999,0.0,2.0,3,Vallejo,94591,CA,Solano,1228.0,9583.0
M2384875678,single_family,550000,0.0,1.0,4,Oakland,94621,CA,Alameda,1361.0,3500.0
M2842261408,single_family,999800,1.0,2.0,4,Pleasanton,94588,CA,Alameda,1835.0,6132.0
M2831886955,single_family,1899800,0.0,3.0,5,Fremont,94539,CA,Alameda,2363.0,10224.0
M2660222353,single_family,898000,0.0,2.0,4,Berkeley,94702,CA,Alameda,1188.0,3857.0
M2341880226,single_family,988000,0.0,3.0,4,Pleasanton,94566,CA,Alameda,1900.0,3192.0
M1570952212,single_family,1250000,0.0,3.0,4,Alameda,94501,CA,Alameda,2213.0,3360.0
M1002802716,single_family,1455000,0.0,2.0,4,Alamo,94507,CA,Contra Costa,2417.0,35284.0
M2319696930,single_family,2195000,0.0,4.0,4,Orinda,94563,CA,Contra Costa,3016.0,10942.0
M2335556388,single_family,998000,1.0,2.0,4,Dublin,94568,CA,Alameda,1760.0,7116.0
M2225080203,single_family,699950,0.0,3.0,4,Rodeo,94572,CA,Contra Costa,2315.0,9028.0
M2996098031,single_family,1050000,0.0,2.0,3,Walnut Creek,94597,CA,Contra Costa,1524.0,15246.0
M1676548152,single_family,1095000,0.0,2.0,3,San Francisco,94116,CA,San Francisco,1355.0,3000.0
M2870237093,single_family,1375000,1.0,2.0,2,Pleasanton,94566,CA,Alameda,2372.0,5132.0
M2773711670,single_family,998000,0.0,2.0,3,Pleasanton,94566,CA,Alameda,1610.0,6914.0
M2256443605,single_family,1250000,1.0,2.0,4,Pleasant Hill,94523,CA,Contra Costa,2929.0,40920.0
M2019322675,single_family,995000,0.0,2.0,3,Oakland,94611,CA,Alameda,1965.0,6660.0
M1635123067,single_family,1418000,1.0,2.0,4,Moraga,94556,CA,Contra Costa,2416.0,24780.0
M2736320295,single_family,499000,1.0,1.0,3,Richmond,94804,CA,Contra Costa,984.0,3800.0
M1065997593,single_family,1388000,1.0,2.0,4,San Ramon,94582,CA,Contra Costa,2907.0,6740.0
M9600309264,single_family,1395000,0.0,2.0,5,Berkeley,94707,CA,Alameda,1826.0,3800.0
M1902318988,single_family,995000,0.0,1.0,3,Oakland,94619,CA,Alameda,1456.0,5120.0
M2568752135,single_family,899000,0.0,2.0,3,Fremont,94536,CA,Alameda,1120.0,5100.0
M2168725935,single_family,899000,0.0,1.0,2,Oakland,94602,CA,Alameda,1556.0,4500.0
M2069982377,single_family,790000,1.0,2.0,4,San Francisco,94134,CA,San Francisco,1726.0,1425.0
M2090822384,single_family,1235000,0.0,3.0,4,Danville,94526,CA,Contra Costa,2528.0,5600.0
M2949962641,single_family,879000,1.0,2.0,3,Hayward,94544,CA,Alameda,1871.0,3306.0
M2836736602,single_family,599000,1.0,1.0,3,Oakland,94602,CA,Alameda,977.0,4356.0
M2177818642,single_family,1195000,0.0,3.0,4,San Francisco,94112,CA,San Francisco,1963.0,2121.0
M1765349038,single_family,2398000,1.0,4.0,5,Moraga,94556,CA,Contra Costa,4786.0,24504.0
M1319308603,single_family,1098000,1.0,1.0,2,San Francisco,94110,CA,San Francisco,800.0,1324.0
M1685136224,single_family,950000,0.0,2.0,3,Castro Valley,94546,CA,Alameda,1519.0,4750.0
M2307514730,single_family,1000000,0.0,3.0,5,Newark,94560,CA,Alameda,2244.0,6565.0
M1765237240,single_family,2015000,1.0,3.0,4,Moraga,94556,CA,Contra Costa,3315.0,10720.0
M2680546813,single_family,995000,0.0,2.0,4,Newark,94560,CA,Alameda,1432.0,9230.0
M1809278188,single_family,1700000,1.0,5.0,6,Alamo,94507,CA,Contra Costa,4487.0,30600.0
M2920213200,single_family,950000,1.0,2.0,2,Danville,94526,CA,Contra Costa,1375.0,1860.0
M2226375400,single_family,710000,0.0,2.0,3,San Lorenzo,94580,CA,Alameda,1252.0,4998.0
M1490433046,single_family,975000,0.0,2.0,4,Albany,94706,CA,Alameda,1994.0,4092.0
M2248196459,single_family,1229000,0.0,2.0,4,Danville,94526,CA,Contra Costa,1681.0,12000.0
M1765386304,single_family,1954000,1.0,3.0,4,Moraga,94556,CA,Contra Costa,3131.0,10440.0
M2180403749,single_family,1100000,0.0,2.0,4,Fremont,94536,CA,Alameda,1562.0,9450.0
M2718939844,single_family,999950,0.0,2.0,3,San Ramon,94583,CA,Contra Costa,1760.0,7560.0
M2187365752,single_family,800000,0.0,2.0,4,Oakland,94601,CA,Alameda,1992.0,3000.0
M2484286720,single_family,849000,0.0,4.0,3,Richmond,94805,CA,Contra Costa,2018.0,3569.0
M1401465607,single_family,1325000,0.0,2.0,3,Lafayette,94549,CA,Contra Costa,1840.0,10800.0
M1256108897,single_family,1298000,0.0,4.0,5,Pleasanton,94566,CA,Alameda,2562.0,52708.0
M2384173922,single_family,1475000,1.0,2.0,5,Fremont,94536,CA,Alameda,2750.0,6721.0
M2350600457,single_family,1399999,0.0,3.0,4,Pleasanton,94566,CA,Alameda,2388.0,7000.0
M1875556966,single_family,1730000,0.0,3.0,4,Fremont,94539,CA,Alameda,2145.0,6510.0
M2998020483,single_family,1580000,0.0,2.0,3,Greenbrae,94904,CA,Marin,1608.0,7100.0
M2506104936,single_family,900000,0.0,2.0,4,Newark,94560,CA,Alameda,1654.0,3877.0
M2057471628,single_family,975000,0.0,1.0,3,Alameda,94501,CA,Alameda,1538.0,3441.0
M1819603117,single_family,1695000,1.0,2.0,4,Alameda,94501,CA,Alameda,2511.0,5250.0
M1503435712,single_family,1795000,0.0,2.0,4,Oakland,94611,CA,Alameda,2445.0,6000.0
M2145804171,single_family,995000,0.0,2.0,3,El Cerrito,94530,CA,Contra Costa,1310.0,5000.0
M1457564485,single_family,979000,0.0,1.0,3,Albany,94706,CA,Alameda,1305.0,4400.0
M2381430764,single_family,1158888,0.0,3.0,4,Dublin,94568,CA,Alameda,2234.0,8499.0
M1777639403,single_family,1948000,0.0,3.0,5,Alamo,94507,CA,Contra Costa,3151.0,16445.0
M2087580247,single_family,1935000,1.0,3.0,5,Danville,94526,CA,Contra Costa,3541.0,10580.0
M2000882851,single_family,715000,0.0,3.0,4,Rodeo,94572,CA,Contra Costa,2462.0,4940.0
M2602004728,single_family,698000,0.0,2.0,3,Hayward,94544,CA,Alameda,1231.0,5320.0
M2003696873,single_family,895000,0.0,1.0,2,Alameda,94501,CA,Alameda,1174.0,5400.0
M1438142662,single_family,4925000,1.0,3.0,4,Belvedere,94920,CA,Marin,3402.0,5984.0
M1642642441,single_family,958000,1.0,2.0,4,San Francisco,94112,CA,San Francisco,1780.0,2495.0
M1752410360,single_family,1624000,1.0,2.0,4,Alamo,94507,CA,Contra Costa,3007.0,26180.0
M2869207497,single_family,865000,0.0,2.0,3,Pleasant Hill,94523,CA,Contra Costa,1748.0,5000.0
M9935337325,single_family,872500,0.0,2.0,4,Union City,94587,CA,Alameda,1374.0,5780.0
M1092903603,single_family,1179000,1.0,2.0,4,Danville,94526,CA,Contra Costa,1943.0,9000.0
M2378566361,single_family,995000,0.0,2.0,4,Piedmont,94618,CA,Alameda,1927.0,9983.0
M1963078952,single_family,2595000,0.0,3.0,4,Corte Madera,94925,CA,Marin,3055.0,16988.0
M2598835930,single_family,2495000,1.0,2.0,3,Greenbrae,94904,CA,Marin,2589.0,4060.0
M1761511352,single_family,1190000,0.0,2.0,3,San Francisco,94121,CA,San Francisco,1395.0,2996.0
M1662401737,single_family,1650000,0.0,3.0,5,Moraga,94556,CA,Contra Costa,2562.0,16500.0
M2252665102,single_family,1475000,0.0,2.0,4,San Francisco,94121,CA,San Francisco,2033.0,2535.0
M1340096701,single_family,1450000,0.0,2.0,3,San Francisco,94121,CA,San Francisco,1825.0,2374.0
M1733422277,single_family,1839000,0.0,3.0,2,San Francisco,94127,CA,San Francisco,1975.0,6446.0
M1841792889,single_family,2900000,0.0,4.0,4,San Francisco,94110,CA,San Francisco,2185.0,1613.0
M1267285347,single_family,1295000,0.0,2.0,3,San Francisco,94112,CA,San Francisco,1425.0,3100.0
M1580387957,single_family,1180000,0.0,3.0,4,Pleasanton,94566,CA,Alameda,1950.0,7422.0
M1899959861,single_family,1595000,0.0,3.0,3,Oakland,94611,CA,Alameda,2931.0,10318.0
M2694532270,single_family,1068000,1.0,2.0,3,San Ramon,94582,CA,Contra Costa,1996.0,3293.0
M1483003489,single_family,1799000,1.0,3.0,4,Lafayette,94549,CA,Contra Costa,2782.0,13000.0
M1453043934,single_family,699950,0.0,1.0,3,San Leandro,94579,CA,Alameda,1459.0,5670.0
M2183109641,single_family,724000,0.0,2.0,3,San Lorenzo,94580,CA,Alameda,1282.0,8512.0
M2522092026,single_family,818000,0.0,2.0,5,Newark,94560,CA,Alameda,1312.0,5000.0
M1673434718,single_family,850000,0.0,2.0,3,Castro Valley,94546,CA,Alameda,1616.0,5200.0
M2567863713,single_family,899000,0.0,2.0,4,San Ramon,94583,CA,Contra Costa,1472.0,7300.0
M1573651045,single_family,775000,0.0,2.0,3,Hayward,94545,CA,Alameda,1601.0,6798.0
M1580397465,single_family,1898888,0.0,3.0,4,Foster City,94404,CA,San Mateo,2450.0,5700.0
M1936486782,single_family,1950000,0.0,3.0,4,Fremont,94539,CA,Alameda,2843.0,9406.0
M1355952519,single_family,399950,0.0,2.0,3,Richmond,94801,CA,Contra Costa,1679.0,5000.0
M1968813688,single_family,5850000,3.0,5.0,6,Alamo,94507,CA,Contra Costa,8000.0,72745.0
M2671667431,single_family,1398000,0.0,2.0,2,Redwood City,94063,CA,San Mateo,1490.0,7500.0
M2049126196,single_family,12000000,1.0,5.0,5,Berkeley,94705,CA,Alameda,4775.0,62691.0
M2325604517,single_family,1650000,0.0,2.0,4,Foster City,94404,CA,San Mateo,1830.0,6944.0
M1380011797,single_family,1439000,1.0,2.0,4,Walnut Creek,94596,CA,Contra Costa,2263.0,22651.0
M2362295909,single_family,495000,0.0,2.0,3,Oakland,94621,CA,Alameda,1170.0,4725.0
M2034355371,single_family,2550000,0.0,3.0,4,Castro Valley,94552,CA,Alameda,3404.0,1172200.0
M2797215107,single_family,834950,0.0,2.0,3,Hayward,94541,CA,Alameda,1658.0,5387.0
M1126336778,single_family,1075000,1.0,2.0,4,Newark,94560,CA,Alameda,2100.0,4180.0
M2614697893,single_family,998888,0.0,2.0,4,Newark,94560,CA,Alameda,1522.0,7000.0
M1598975102,single_family,1500000,0.0,3.0,5,Moraga,94556,CA,Contra Costa,2205.0,16800.0
M1468555554,single_family,1895000,1.0,3.0,4,San Francisco,94131,CA,San Francisco,2943.0,3659.0
M1686403266,single_family,838888,0.0,2.0,3,Castro Valley,94546,CA,Alameda,1336.0,5900.0
M1763597539,single_family,2125000,1.0,3.0,3,Moraga,94556,CA,Contra Costa,3003.0,11667.0
M1092380074,single_family,810000,1.0,2.0,2,San Ramon,94582,CA,Contra Costa,1265.0,2505.0
M1818695099,single_family,8995000,4.0,5.0,5,Orinda,94563,CA,Contra Costa,7160.0,88862.0
M1605023557,single_family,1649800,1.0,2.0,4,Alamo,94507,CA,Contra Costa,3962.0,50965.0
M2446488539,single_family,1099000,0.0,3.0,4,San Ramon,94583,CA,Contra Costa,2042.0,5850.0
M1920419750,single_family,589000,0.0,2.0,3,Richmond,94803,CA,Contra Costa,1557.0,9600.0
M1673938129,single_family,377000,0.0,1.0,3,Vallejo,94590,CA,Solano,1308.0,3750.0
M2800081436,single_family,1000000,0.0,2.0,3,Berkeley,94710,CA,Alameda,1382.0,5300.0
M2577406057,single_family,989000,1.0,3.0,4,San Leandro,94577,CA,Alameda,2123.0,10004.0
M2776245754,single_family,1100000,0.0,2.0,3,Sunol,94586,CA,Alameda,2016.0,11550.0
M2380458700,single_family,599950,0.0,2.0,3,Hayward,94542,CA,Alameda,1069.0,7772.0
M2758963467,single_family,1399000,0.0,3.0,4,San Ramon,94583,CA,Contra Costa,3155.0,10800.0
M1031646953,single_family,1279000,1.0,2.0,4,Pleasanton,94588,CA,Alameda,2131.0,3893.0
M1321355081,single_family,1595000,0.0,2.0,2,San Francisco,94127,CA,San Francisco,2050.0,3149.0
M1518576415,single_family,455000,1.0,1.0,3,Vallejo,94590,CA,Solano,1682.0,3899.0
M2153071029,single_family,997000,0.0,2.0,3,El Cerrito,94530,CA,Contra Costa,2072.0,7200.0
M2224594859,single_family,379000,0.0,1.0,2,Oakland,94621,CA,Alameda,969.0,6250.0
M2858325842,single_family,1875000,1.0,2.0,4,Lafayette,94549,CA,Contra Costa,3613.0,44064.0
M2781334404,single_family,1845000,1.0,3.0,4,Lafayette,94549,CA,Contra Costa,3219.0,10400.0
M2445750587,single_family,1295000,0.0,2.0,4,Mill Valley,94941,CA,Marin,1606.0,15682.0
